service_date,department,payer_type,claims_submitted,claims_denied,claims_approved,gross_revenue,expected_reimbursement,payments_collected,patient_payments,ar_balance,days_in_ar,write_offs,adjustments
2030-10-17,Urology,Self-Pay,3744,228,3516,3657480,3113915,2791822,340543,1670168,67,177293,50107
2030-10-18,Emergency,Self-Pay,3893,401,3492,701248,667214,515797,101401,692053,154,143046,89811
2030-10-19,Emergency,Employer Plan,3472,324,3148,1724988,1419047,1223580,246020,2717124,122,120762,74523
2030-10-20,Neurology,Commercial,3271,401,2870,2685083,2247226,2147992,231630,2056170,165,120679,57460
2030-10-21,Pulmonology,Commercial,1145,122,1023,1189007,1067755,910672,83197,1758180,123,58917,32929
2030-10-22,Orthopedics,Self-Pay,2435,54,2381,1522934,1225252,998214,159572,495389,147,67290,92008
2030-10-23,Urology,Self-Pay,3233,322,2911,4065869,3325496,3125682,141994,2953698,12,16710,71282
2030-10-24,Pulmonology,Employer Plan,3061,87,2974,1266531,1204219,947398,268954,1372446,34,583,91866
2030-10-25,Oncology,Employer Plan,3867,408,3459,2067045,1850486,1460655,192549,867220,69,34817,11294
2030-10-26,Orthopedics,Commercial,2552,160,2392,2056407,1755346,1658583,60325,1670274,23,83732,2205
2030-10-27,Cardiology,Commercial,2439,287,2152,1245854,1036461,1005482,470153,1745477,52,75841,67961
2030-10-28,Orthopedics,Employer Plan,1202,123,1079,2728984,2621410,2505806,212016,1487490,77,103737,56456
2030-10-29,Orthopedics,Self-Pay,3299,302,2997,3388861,2892777,2776683,361871,2139752,41,33819,62308
2030-10-30,Pulmonology,Employer Plan,1007,128,879,1939401,1801093,1479922,243027,2359242,51,158938,73983
2030-10-31,Urology,Medicaid,1923,159,1764,4755144,4241974,4186728,120603,2610922,43,36839,70989
2030-11-01,Cardiology,Employer Plan,2321,315,2006,4377965,4079973,3938733,426162,1627520,54,104256,65070
2030-11-02,Orthopedics,Employer Plan,2567,331,2236,2245384,1927093,1842677,16286,1609453,165,113532,29980
2030-11-03,Cardiology,Self-Pay,2888,79,2809,517747,481824,469932,132248,1459079,2,47288,82261
2030-11-04,Radiology,Medicaid,569,77,492,2681861,2409604,2148341,305085,707136,142,32165,94522
2030-11-05,Urology,Medicaid,3964,399,3565,1245665,1185825,1140589,370708,1241837,120,153574,21329
2030-11-06,Pulmonology,Medicaid,1398,203,1195,1712469,1620504,1378114,285934,934905,7,56839,97075
2030-11-07,Urology,Commercial,2439,280,2159,2776771,2442794,2172320,33532,2006220,120,51798,74232
2030-11-08,Radiology,Medicare,1251,153,1098,3171201,3036483,2971602,101863,1310898,135,188312,44053
2030-11-09,Pulmonology,Commercial,2516,226,2290,1378841,1309571,1130157,72280,1623947,147,115291,76545
2030-11-10,Oncology,Commercial,1048,152,896,4638899,4014594,3235965,104271,1336298,35,156248,67302
2030-11-11,Pulmonology,Commercial,2029,226,1803,336212,271058,214565,88927,1643355,125,157854,31451
2030-11-12,Oncology,Medicaid,3055,227,2828,1493667,1215767,952262,415752,1043278,161,118357,41107
2030-11-13,Emergency,Commercial,1138,32,1106,2912410,2693749,2206535,441419,1665554,88,19705,2055
2030-11-14,Emergency,Medicare,2220,326,1894,1078609,989313,827434,149067,619841,137,83423,58749
2030-11-15,Emergency,Commercial,2436,327,2109,4532333,3779206,3092499,317140,1575321,74,23926,65233
2030-11-16,Oncology,Commercial,3949,405,3544,4546964,3960126,3232820,481188,1418995,92,51450,60772
2030-11-17,Urology,Employer Plan,1764,161,1603,3167189,3016558,2522170,429315,2862862,174,180904,33928
2030-11-18,Neurology,Commercial,2562,254,2308,1088839,969471,730605,139328,2505536,82,149141,85717
2030-11-19,Emergency,Self-Pay,3590,480,3110,991579,872268,669056,306594,2128408,169,168113,34905
2030-11-20,Oncology,Employer Plan,2213,310,1903,1109416,901907,791282,236576,2317917,35,20942,11086
2030-11-21,Neurology,Employer Plan,3082,178,2904,3025269,2621844,2208191,451085,2734048,26,165355,39886
2030-11-22,Emergency,Medicaid,587,34,553,4600129,4198303,4082112,319268,1130048,63,87000,88732
2030-11-23,Pulmonology,Employer Plan,3851,101,3750,4679237,3813730,3639107,107543,654964,89,109803,60092
2030-11-24,Radiology,Self-Pay,1550,230,1320,4147833,3796853,3415748,59853,2688792,104,40993,16073
2030-11-25,Orthopedics,Commercial,1034,150,884,4038636,3513660,2983985,205976,2555473,150,175422,72590
2030-11-26,Neurology,Employer Plan,2879,351,2528,2420277,1952307,1547224,340239,100313,62,49820,39136
2030-11-27,Radiology,Self-Pay,1918,148,1770,4689599,3962544,3749814,362303,2587487,71,127342,39909
2030-11-28,Neurology,Medicare,3899,366,3533,991956,901289,804080,235662,545426,66,53732,39379
2030-11-29,Pulmonology,Medicare,1547,186,1361,1699056,1570318,1186719,82112,123910,167,95283,90721
2030-11-30,Emergency,Commercial,3313,161,3152,2316372,2057579,1776336,223643,2695708,31,43679,35446
2030-12-01,Pulmonology,Medicare,2301,111,2190,4108150,3682376,2827006,377801,2762110,61,53494,69794
2030-12-02,Cardiology,Commercial,1483,137,1346,2448086,2258180,1728591,428702,357228,43,82896,13049
2030-12-03,Oncology,Self-Pay,574,62,512,1348274,1186787,982058,382496,538945,84,77769,23145
2030-12-04,Radiology,Medicaid,3860,333,3527,4536186,4015700,3781040,107884,936092,88,127627,77703
2030-12-05,Radiology,Medicare,1765,104,1661,4907589,4343658,3315329,171943,500735,116,166698,52826
2030-12-06,Neurology,Commercial,3712,261,3451,3692659,3221246,2898194,246212,2372265,135,71989,62939
2030-12-07,Cardiology,Commercial,3087,297,2790,1510898,1322413,1266683,311720,2314092,5,66424,11901
2030-12-08,Cardiology,Commercial,1208,33,1175,4744731,4189582,3827269,379922,1784080,39,93329,89396
2030-12-09,Oncology,Medicaid,2199,323,1876,1322499,1234749,1141675,299057,2524229,129,131430,65847
2030-12-10,Radiology,Medicare,647,94,553,3312259,3110241,2603775,312083,1971728,30,150910,58515
2030-12-11,Cardiology,Employer Plan,3511,454,3057,3803167,3083575,2918502,38564,295208,24,184350,38136
2030-12-12,Urology,Medicaid,2029,137,1892,2476118,2275404,2018806,125776,924903,89,22455,39104
2030-12-13,Cardiology,Commercial,911,97,814,4130254,3825726,3688083,75420,1505706,11,174918,8379
2030-12-14,Radiology,Self-Pay,617,63,554,3646617,3137853,2927573,350766,898956,24,148015,87328
2030-12-15,Oncology,Self-Pay,1449,105,1344,917792,791079,714830,478816,928814,4,173360,55981
2030-12-16,Oncology,Medicaid,2225,299,1926,1353391,1293948,1248179,484621,2534164,125,48835,16483
2030-12-17,Urology,Employer Plan,1283,117,1166,2322942,1960074,1480105,77053,1158622,161,105622,72665
2030-12-18,Pulmonology,Medicare,2344,58,2286,4408527,3767786,3379413,348342,1863012,151,122514,38918
2030-12-19,Radiology,Commercial,986,57,929,2793589,2644569,2584676,83783,487115,48,14662,19982
2030-12-20,Pulmonology,Self-Pay,1745,203,1542,1497376,1373948,1158111,225594,2205358,96,106792,6174
2030-12-21,Pulmonology,Self-Pay,1553,203,1350,4254453,3471339,2997843,355696,911668,87,178859,5094
2030-12-22,Pulmonology,Commercial,1735,172,1563,3840794,3426050,2910565,336039,746033,70,85919,65771
2030-12-23,Emergency,Commercial,3347,353,2994,1309466,1145005,875901,85496,751938,122,92597,70530
2030-12-24,Cardiology,Employer Plan,1521,185,1336,877441,722398,629674,160950,930248,26,51914,80226
2030-12-25,Urology,Medicaid,2721,204,2517,757321,725109,612564,358468,1314140,173,102310,19825
2030-12-26,Pulmonology,Employer Plan,1910,72,1838,4048585,3556114,2837892,120315,378313,29,100820,91180
2030-12-27,Neurology,Medicaid,1365,79,1286,2016847,1937168,1602983,71527,902495,159,105921,19859
2030-12-28,Radiology,Employer Plan,1789,149,1640,2989441,2884019,2431125,117458,1219342,140,54911,37475
2030-12-29,Emergency,Medicaid,2200,246,1954,1689335,1540024,1417776,495941,1627043,17,125936,59823
2030-12-30,Emergency,Medicaid,2884,196,2688,3952013,3236027,2960586,422808,1144561,36,137799,31075
2030-12-31,Neurology,Commercial,2719,137,2582,1903631,1693007,1596184,448119,1725304,156,101637,22918
2031-01-01,Oncology,Medicaid,3665,273,3392,3467110,3126343,2463318,286143,1527825,145,94290,15477
2031-01-02,Radiology,Commercial,3599,449,3150,2484153,2378543,1784011,459695,155265,37,70121,74381
2031-01-03,Orthopedics,Employer Plan,2176,220,1956,783437,634572,596123,331510,2128382,68,12092,33950
2031-01-04,Pulmonology,Commercial,716,58,658,2562283,2162352,1994938,352677,855321,168,149238,97989
2031-01-05,Cardiology,Medicaid,3205,177,3028,4732775,3974555,3920412,166121,1778618,17,89770,85157
2031-01-06,Orthopedics,Employer Plan,2383,128,2255,4512010,3802224,3085437,52811,2077113,99,184553,22838
2031-01-07,Urology,Employer Plan,2006,103,1903,1332433,1113905,925537,392560,1026367,126,176526,35891
2031-01-08,Pulmonology,Commercial,2288,222,2066,2662417,2528393,2268869,391241,328340,55,192774,87569
2031-01-09,Cardiology,Commercial,3125,112,3013,3025560,2773757,2626632,185288,1047419,59,156751,64448
2031-01-10,Emergency,Self-Pay,568,70,498,3175616,2921218,2309802,385475,2464086,51,103615,43207
2031-01-11,Orthopedics,Employer Plan,2797,230,2567,2980666,2390839,1805046,392019,1286051,149,174416,79912
2031-01-12,Radiology,Employer Plan,2211,320,1891,4211674,3862547,3010206,426911,588726,15,46726,22240
2031-01-13,Oncology,Medicaid,2309,119,2190,1989521,1729006,1398768,209076,2709768,141,95369,62669
2031-01-14,Oncology,Self-Pay,1507,162,1345,4429714,3561730,3432004,252799,2980730,46,7768,44042
2031-01-15,Emergency,Commercial,2719,187,2532,1617101,1296889,1020723,70540,856678,100,98157,24028
2031-01-16,Orthopedics,Medicaid,3096,456,2640,3587888,3307957,2584601,318553,1769634,40,9624,83421
2031-01-17,Oncology,Medicaid,3182,324,2858,1094735,965638,823415,498953,321204,32,49125,83916
2031-01-18,Neurology,Medicaid,3886,425,3461,880563,723756,693655,21572,2428236,151,141499,79470
2031-01-19,Emergency,Commercial,3167,121,3046,1903108,1561115,1311977,357083,1602098,164,104653,10301
2031-01-20,Radiology,Employer Plan,3178,213,2965,2259462,1979937,1686075,363666,670028,111,68427,20042
2031-01-21,Radiology,Medicare,2282,257,2025,4601140,4138618,3925619,128714,1421109,172,90598,64920
2031-01-22,Cardiology,Medicare,548,34,514,4019527,3502533,3012162,449551,1384389,93,110353,77908
2031-01-23,Oncology,Employer Plan,2861,345,2516,2946989,2687999,2565568,159395,1221356,148,43186,91434
2031-01-24,Radiology,Employer Plan,853,98,755,2244833,2148561,1618115,497623,1308665,118,166552,58140
2031-01-25,Emergency,Medicaid,1534,49,1485,1556521,1488275,1209299,61849,2348948,151,134426,74231
2031-01-26,Oncology,Medicare,2252,80,2172,567068,462396,354423,243829,987770,60,52542,3242
2031-01-27,Radiology,Medicaid,3691,133,3558,3579660,3163058,2768345,32351,2568793,178,66098,71722
2031-01-28,Emergency,Medicaid,1459,35,1424,2071480,1748794,1400307,242586,54324,110,10989,87747
2031-01-29,Neurology,Commercial,1328,83,1245,2329506,2178949,1801809,48331,2802457,33,37204,54348
2031-01-30,Orthopedics,Medicaid,1112,120,992,4619648,3803424,3682899,167145,764676,15,43464,21085
2031-01-31,Urology,Self-Pay,2239,189,2050,1181217,1111256,869488,323115,2583237,44,20454,23302
2031-02-01,Oncology,Commercial,935,35,900,2077909,1756836,1329801,196278,2312577,27,145291,22685
2031-02-02,Pulmonology,Medicare,992,91,901,4929290,4100651,3546063,290181,849196,178,25308,71223
2031-02-03,Emergency,Commercial,2616,359,2257,2264733,1819936,1403456,172290,336219,152,75189,47275
2031-02-04,Oncology,Self-Pay,1634,41,1593,3633707,2984077,2903395,475144,1445401,90,8871,54452
2031-02-05,Neurology,Medicare,3659,273,3386,698299,612846,583710,327372,1132555,125,169220,80445
2031-02-06,Cardiology,Self-Pay,2568,108,2460,1585270,1448089,1284039,29628,1364362,95,157392,88800
2031-02-07,Emergency,Medicaid,2228,54,2174,2758147,2349153,2266661,33283,508652,47,166502,87928
2031-02-08,Radiology,Medicare,2955,75,2880,4172141,3820450,3690225,307216,1642297,135,95117,41107
2031-02-09,Orthopedics,Employer Plan,3143,279,2864,4564304,4389383,4055746,79878,1797573,142,182103,7318
2031-02-10,Urology,Employer Plan,1859,163,1696,4060575,3724362,3104226,59726,570603,18,122097,14415
2031-02-11,Pulmonology,Self-Pay,3007,170,2837,329764,278187,254069,355246,2194367,83,145768,65043
2031-02-12,Neurology,Medicare,3661,391,3270,1266459,1205379,1125001,353438,2521919,54,187111,72489
2031-02-13,Pulmonology,Commercial,1785,99,1686,1356292,1275986,969488,252322,2163943,146,178946,42615
2031-02-14,Emergency,Medicaid,1542,96,1446,1373545,1258823,965541,267446,1736335,65,151031,27075
2031-02-15,Neurology,Medicare,3895,78,3817,4793089,4477644,3775077,138433,2591036,79,97556,94870
2031-02-16,Emergency,Medicaid,3559,126,3433,604296,516499,392620,10379,1191491,111,34156,20817
2031-02-17,Urology,Employer Plan,3192,233,2959,410209,356058,289354,30846,2566192,5,139832,69714
2031-02-18,Radiology,Self-Pay,862,69,793,474408,417773,383108,183070,1916486,95,154297,31130
2031-02-19,Urology,Employer Plan,1933,86,1847,857063,744267,586201,168774,665871,110,162135,32340
2031-02-20,Neurology,Medicaid,2651,323,2328,2169333,1959216,1782179,275574,1841679,4,45284,6677
2031-02-21,Urology,Employer Plan,1618,146,1472,2987739,2498097,2044976,228519,2698072,10,193309,5931
2031-02-22,Urology,Self-Pay,773,85,688,4174205,3891879,3647659,336886,371878,102,160478,29046
2031-02-23,Radiology,Medicare,3324,204,3120,4014114,3775150,3230212,393411,1661680,87,19129,45765
2031-02-24,Cardiology,Medicaid,1429,134,1295,3872100,3348240,3310255,404243,2704695,105,113958,78215
2031-02-25,Radiology,Medicare,2450,112,2338,2906518,2641825,2231839,205936,1514093,120,94904,90128
2031-02-26,Oncology,Self-Pay,3588,247,3341,4461972,4194558,3273051,356087,2791848,140,122760,19314
2031-02-27,Pulmonology,Commercial,3827,364,3463,980767,950734,789848,106847,382769,52,168010,12511
2031-02-28,Emergency,Self-Pay,2212,124,2088,4238339,3906227,3436299,301928,2618778,161,27593,46710
2031-03-01,Urology,Employer Plan,627,30,597,2682859,2436781,1882988,209711,1381979,111,69674,94413
2031-03-02,Oncology,Commercial,3746,323,3423,945606,831864,694025,253833,777626,124,56293,54751
2031-03-03,Radiology,Self-Pay,1700,172,1528,950522,826718,711712,222285,1174470,64,121862,69730
2031-03-04,Orthopedics,Commercial,3565,427,3138,2758913,2485247,2319749,57987,193444,171,63549,99715
2031-03-05,Orthopedics,Self-Pay,2923,352,2571,2911910,2817523,2330385,83719,967896,178,72199,16139
2031-03-06,Urology,Self-Pay,663,29,634,4445323,3839484,3593964,66679,1119349,154,88379,42185
2031-03-07,Cardiology,Medicare,1880,52,1828,3390495,2960178,2798037,376667,1382386,31,66486,16013
2031-03-08,Neurology,Self-Pay,2920,291,2629,898126,801294,773586,154459,670599,9,10945,82799
2031-03-09,Radiology,Medicare,3708,532,3176,1701664,1406033,1305710,406385,2528134,86,145853,90567
2031-03-10,Orthopedics,Commercial,919,128,791,3019181,2882181,2270871,344492,164280,70,160570,15584
2031-03-11,Radiology,Medicare,570,68,502,3354948,3185807,2963538,226131,1938678,157,130090,35460
2031-03-12,Oncology,Medicaid,2997,146,2851,3855334,3487716,2736465,368840,461653,93,123523,69225
2031-03-13,Neurology,Medicaid,3690,183,3507,2220218,1927107,1453469,420456,2879253,7,29680,41139
2031-03-14,Oncology,Medicaid,968,89,879,2895250,2429673,1881709,31850,174202,177,190976,14747
2031-03-15,Emergency,Medicare,2111,111,2000,3486505,2911744,2648712,256798,849081,18,38034,88406
2031-03-16,Neurology,Employer Plan,2687,281,2406,3175520,3070087,2624145,363864,326685,43,105526,64618
2031-03-17,Neurology,Medicare,3869,493,3376,1975089,1738815,1671549,127009,1279335,146,75494,14169
2031-03-18,Urology,Medicaid,2423,139,2284,857242,727486,552406,63740,1411291,164,173777,71653
2031-03-19,Neurology,Medicaid,3479,476,3003,2795644,2479039,2040182,122215,2239909,155,680,57318
2031-03-20,Neurology,Self-Pay,1773,134,1639,3061477,2827133,2191818,307900,214815,172,2387,62615
2031-03-21,Neurology,Medicare,1511,116,1395,3124050,2667275,2032111,270877,1801165,69,60323,78502
2031-03-22,Emergency,Self-Pay,623,66,557,1782054,1566477,1236153,205599,2629416,98,115190,37327
2031-03-23,Neurology,Self-Pay,922,115,807,2649350,2420480,1997284,243874,1774993,64,176280,76909
2031-03-24,Radiology,Self-Pay,2040,230,1810,4916160,4643993,3659094,79545,1259819,49,73822,76544
2031-03-25,Orthopedics,Self-Pay,1066,95,971,4459652,3971601,3056288,372891,653340,2,84677,30674
2031-03-26,Orthopedics,Medicare,1421,182,1239,355509,307843,286582,153004,116444,147,98090,18509
2031-03-27,Oncology,Commercial,3627,518,3109,3537623,2947717,2783131,278394,2108484,90,50504,76256
2031-03-28,Urology,Commercial,1747,246,1501,1624138,1467417,1178755,299787,2954017,137,88467,17452
2031-03-29,Pulmonology,Commercial,3500,208,3292,1204928,1032197,996174,56245,1614953,141,11089,6065
2031-03-30,Emergency,Self-Pay,1665,116,1549,4134483,3594253,2802921,53296,1245170,69,30017,90052
2031-03-31,Urology,Medicaid,640,77,563,1850612,1630620,1291156,256526,2263044,46,133388,60295
2031-04-01,Orthopedics,Employer Plan,2315,256,2059,4001722,3258169,3024961,433867,1890405,165,132658,90339
2031-04-02,Neurology,Self-Pay,1605,177,1428,4541548,3882359,3663122,327846,1280003,48,30464,57275
2031-04-03,Neurology,Medicare,640,78,562,592191,557840,521775,256846,173334,70,166847,80859
2031-04-04,Radiology,Medicaid,3810,425,3385,1922367,1775431,1556741,399043,2988806,58,110584,23075
2031-04-05,Neurology,Medicare,1001,55,946,895965,767882,677228,93297,555930,134,154183,14474
2031-04-06,Cardiology,Commercial,1954,182,1772,936523,792177,599187,460762,1050763,117,68560,22282
2031-04-07,Orthopedics,Commercial,683,43,640,651282,628367,478189,392375,1699725,112,43543,47186
2031-04-08,Oncology,Medicaid,3475,204,3271,2256857,1885215,1541562,274931,396123,160,5355,28063
2031-04-09,Oncology,Self-Pay,3611,218,3393,1330012,1149556,1057591,107779,2691749,45,95795,61721
2031-04-10,Oncology,Employer Plan,1035,74,961,3908631,3647099,3026589,179868,1254996,64,163756,5790
2031-04-11,Emergency,Medicaid,2660,199,2461,3921721,3580550,3165305,259710,2133679,88,110201,97231
2031-04-12,Pulmonology,Medicare,645,36,609,4576075,4421321,3366762,384667,665600,121,155525,85867
2031-04-13,Emergency,Medicare,3329,345,2984,596053,552837,432417,407029,1403428,169,21679,40353
2031-04-14,Radiology,Medicare,787,94,693,2564185,2378579,1909573,491144,2759465,70,13581,58296
2031-04-15,Oncology,Medicaid,2125,196,1929,1693268,1558676,1363475,54337,1185583,88,56793,23905
2031-04-16,Neurology,Medicare,2741,290,2451,4924112,4281472,4238155,227648,967047,166,41303,84333
2031-04-17,Pulmonology,Medicare,851,40,811,4941012,4589772,4109526,309439,2453601,7,1750,94689
2031-04-18,Neurology,Commercial,3378,369,3009,4793122,4124247,3180955,468408,2205833,120,34654,14466
2031-04-19,Emergency,Commercial,3503,522,2981,3181875,3056405,2548444,388166,1100360,60,75249,72651
2031-04-20,Oncology,Self-Pay,2652,174,2478,3132883,2955194,2264972,294854,2162691,84,39337,91959
2031-04-21,Pulmonology,Commercial,3827,174,3653,4795369,4292694,3308495,243618,2807229,152,191173,17052
2031-04-22,Pulmonology,Employer Plan,1914,110,1804,4342120,4149153,3250224,299001,172174,35,38429,95294
2031-04-23,Orthopedics,Commercial,770,37,733,1438774,1254904,1206417,157139,2330351,101,43307,48118
2031-04-24,Orthopedics,Self-Pay,730,69,661,2283546,2180717,1670956,493399,225865,165,108585,70067
